,date,description,category,type,amount,account,account_type,transaction_amount,balance_amount,is_recurring
205,2021-03-07,PDLJ-CAFE EL RENACER,Food/Drink,Debit,14.68,Chase3229,credit_card,-14.68,-11751.91,FALSE
206,2021-03-07,SEA SIAM,Food/Drink,Debit,98.64,Chase3229,credit_card,-98.64,-11850.55,FALSE
211,2021-03-08,THE HOME DEPOT #6976 MIAMI FL,Shopping,Credit,45.97,Citi0052,credit_card,45.97,-12145.68,FALSE
210,2021-03-08,Amazon.com*EE5HR0WJ3,Shopping,Debit,38.4,Amazon0413,credit_card,-38.4,-12191.65,FALSE
209,2021-03-08,OLD NAVY ON-LINE,Shopping,Debit,98.44,Chase3229,credit_card,-98.44,-12153.25,FALSE
208,2021-03-08,TMX*Terminix Intl,Services,Debit,189.0,Chase3229,credit_card,-189.0,-12054.81,TRUE
207,2021-03-08,VICKY BAKERY PALMETTO BAY,Food/Drink,Debit,15.26,Chase3229,credit_card,-15.26,-11865.81,FALSE
212,2021-03-09,THE HOME DEPOT #0210,Shopping,Debit,96.27,Chase3229,credit_card,-96.27,-12241.95,FALSE
213,2021-03-09,THE HOME DEPOT 6976,Shopping,Debit,102.72,Chase3229,credit_card,-102.72,-12344.67,FALSE
214,2021-03-09,THE HOME DEPOT 6976,Shopping,Debit,9.6,Chase3229,credit_card,-9.6,-12354.27,FALSE
215,2021-03-09,Amazon.com*YA4WB42D3,Shopping,Debit,42.24,Amazon0413,credit_card,-42.24,-12396.51,FALSE
223,2021-03-10,Amazon.com*HS81V6OE3 Amzn.com/bill WA,Shopping,Debit,150.0,Citi0052,credit_card,-150.0,-13004.7,FALSE
222,2021-03-10,Amazon.com*BX8BN83A3,Shopping,Debit,50.76,Amazon0413,credit_card,-50.76,-12854.7,FALSE
221,2021-03-10,AMZN Mktp US*3G59N9VQ3,Shopping,Debit,36.37,Amazon0413,credit_card,-36.37,-12803.94,FALSE
220,2021-03-10,COOLSTUFFINC.COM LLC,Entertainment,Debit,2.94,Chase3229,credit_card,-2.94,-12767.57,FALSE
218,2021-03-10,OLD NAVY ON-LINE,Shopping,Credit,22.47,Chase3229,credit_card,22.47,-12728.0,FALSE
217,2021-03-10,SHELL OIL 57543872600,Gas/Automotive,Debit,35.1,Chase3229,credit_card,-35.1,-12750.47,FALSE
216,2021-03-10,HOMEDEPOT.COM,Shopping,Debit,318.86,Chase3229,credit_card,-318.86,-12715.37,FALSE
219,2021-03-10,PUBLIX #1108,Groceries,Debit,36.63,Chase3229,credit_card,-36.63,-12764.63,FALSE
224,2021-03-11,PDQ 435 OLO,Food/Drink,Debit,49.18,Chase3229,credit_card,-49.18,-13053.88,FALSE
229,2021-03-12,Amazon.com*UK3NS3DL3,Groceries,Debit,141.04,Amazon0413,credit_card,-141.04,-13279.41,FALSE
225,2021-03-12,COOLSTUFFINC.COM LLC,Entertainment,Debit,5.9,Chase3229,credit_card,-5.9,-13059.78,FALSE
226,2021-03-12,LOWES #00907*,Shopping,Debit,64.18,Chase3229,credit_card,-64.18,-13123.96,FALSE
227,2021-03-12,WAWA 5243     00052431,Gas/Automotive,Debit,8.51,Chase3229,credit_card,-8.51,-13132.47,FALSE
228,2021-03-12,COOLSTUFFINC.COM LLC,Entertainment,Debit,5.9,Chase3229,credit_card,-5.9,-13138.37,FALSE
232,2021-03-13,TMOBILE*AUTO PAY,Phone/Cable,Debit,262.28,Chase3229,credit_card,-262.28,-13545.94,TRUE
233,2021-03-13,GOLDEN RULE SEAFOOD,Food/Drink,Debit,84.06,Chase3229,credit_card,-84.06,-13630.0,FALSE
230,2021-03-13,THE HOME DEPOT 210,Shopping,Credit,20.21,Chase3229,credit_card,20.21,-13259.2,FALSE
231,2021-03-13,POLLO TROPICAL 10006,Food/Drink,Debit,24.46,Chase3229,credit_card,-24.46,-13283.66,FALSE
234,2021-03-14,POLLO TROPICAL 10006,Food/Drink,Debit,30.23,Chase3229,credit_card,-30.23,-13660.23,FALSE
235,2021-03-14,PUBLIX #1389,Groceries,Debit,35.58,Chase3229,credit_card,-35.58,-13695.81,FALSE
236,2021-03-14,COOLSTUFFINC.COM LLC,Entertainment,Debit,21.64,Chase3229,credit_card,-21.64,-13717.45,FALSE
237,2021-03-14,FLOOR AND DECOR 192,Shopping,Debit,190.48,Chase3229,credit_card,-190.48,-13907.93,FALSE
238,2021-03-14,Amazon Tips*C66S52243,Shopping,Debit,7.0,Amazon0413,credit_card,-7.0,-13914.93,FALSE
245,2021-03-15,PUBLIX #1108 MIAMI FL,Groceries,Debit,6.99,Citi0052,credit_card,-6.99,-13100.64,FALSE
242,2021-03-15,Amazon.com*J62DS76J3,Shopping,Debit,188.26,Amazon0413,credit_card,-188.26,-13081.66,FALSE
244,2021-03-15,STARBUCKS 800-782-7282 800-782-7282 WA Digital Account Number XXXXXXXXXXXX9070,Food/Drink,Debit,10.0,Citi0052,credit_card,-10.0,-13093.65,FALSE
240,2021-03-15,LOWES #00907*,Shopping,Debit,28.47,Chase3229,credit_card,-28.47,-13993.4,FALSE
239,2021-03-15,THE RAD SOAP CO LLC,Shopping,Debit,50.0,Chase3229,credit_card,-50.0,-13964.93,FALSE
241,2021-03-15,Payment Thank You - Web,Payment/Credit,Credit,1100.0,Chase3229,credit_card,1100.0,-12893.4,TRUE
243,2021-03-15,GOOGLE *Google Storage 6502530000 CA,Phone/Cable,Debit,1.99,Citi0052,credit_card,-1.99,-13083.65,TRUE
253,2021-03-16,VICKY BAKERY PALMETTO MIAMI FL,Food/Drink,Debit,19.82,Citi0052,credit_card,-19.82,-13231.21,FALSE
246,2021-03-16,POLLO TROPICAL 10021,Food/Drink,Debit,15.5,Chase3229,credit_card,-15.5,-13116.14,FALSE
247,2021-03-16,COOLSTUFFINC.COM LLC,Entertainment,Debit,0.73,Chase3229,credit_card,-0.73,-13116.87,FALSE
248,2021-03-16,COOLSTUFFINC.COM LLC,Entertainment,Debit,1.62,Chase3229,credit_card,-1.62,-13118.49,FALSE
249,2021-03-16,CORETCG,Shopping,Debit,10.0,Chase3229,credit_card,-10.0,-13128.49,FALSE
250,2021-03-16,AMZN Mktp US*X18XC67M3,Shopping,Debit,83.53,Amazon0413,credit_card,-83.53,-13212.02,FALSE
251,2021-03-16,Amazon.com,Shopping,Credit,8.55,Amazon0413,credit_card,8.55,-13203.47,FALSE
252,2021-03-16,DISNEYPLUS 888-9057888 CA,Entertainment,Debit,7.92,Citi0052,credit_card,-7.92,-13211.39,FALSE
255,2021-03-18,COOLSTUFFINC.COM LLC,Entertainment,Debit,2.69,Chase3229,credit_card,-2.69,-13302.6,FALSE
254,2021-03-18,5GUYS 0346 ECOMM,Food/Drink,Debit,68.7,Chase3229,credit_card,-68.7,-13299.91,FALSE
256,2021-03-19,LOWES #00907*,Shopping,Debit,21.38,Chase3229,credit_card,-21.38,-13323.98,FALSE
257,2021-03-19,AMZN Mktp US*OG0VM5W03,Shopping,Debit,41.14,Amazon0413,credit_card,-41.14,-13365.12,FALSE
258,2021-03-19,NETFLIX.COM NETFLIX.COM CA Digital Account Number XXXXXXXXXXXX6085,Phone/Cable,Debit,19.43,Citi0052,credit_card,-19.43,-13384.55,TRUE
259,2021-03-20,STORAGE KING (MIAMI),Services,Debit,113.31,Chase3229,credit_card,-113.31,-13497.86,FALSE
260,2021-03-20,CVS/PHARMACY #05136,Healthcare,Debit,6.74,Chase3229,credit_card,-6.74,-13504.6,FALSE
261,2021-03-20,Amazon Prime*O08VC3SA3,Phone/Cable,Debit,12.99,Amazon0413,credit_card,-12.99,-13517.59,TRUE
262,2021-03-20,COOLSTUFFINC.COM LLC 407-695-6554 FL,Entertainment,Debit,178.33,Citi0052,credit_card,-178.33,-13695.92,FALSE
263,2021-03-20,MATTRESS LIQUIDATORS MIAMI FL,Shopping,Debit,2782.0,Citi0052,credit_card,-2782.0,-16477.92,FALSE
265,2021-03-21,CVS/PHARMACY #05136,Healthcare,Debit,5.53,Chase3229,credit_card,-5.53,-16520.95,FALSE
266,2021-03-21,AMZN Mktp US,Shopping,Credit,34.89,Amazon0413,credit_card,34.89,-16486.06,FALSE
264,2021-03-21,MARATHON PETRO186023,Gas/Automotive,Debit,37.5,Chase3229,credit_card,-37.5,-16515.42,FALSE
267,2021-03-22,Amazon.com*FS1W52OS3,Groceries,Debit,150.78,Amazon0413,credit_card,-150.78,-16636.84,FALSE
268,2021-03-23,COOLSTUFFINC.COM LLC,Entertainment,Credit,5.62,Chase3229,credit_card,5.62,-16631.22,FALSE
269,2021-03-23,Amazon.com,Groceries,Credit,3.12,Amazon0413,credit_card,3.12,-16628.1,FALSE
270,2021-03-23,TARGET.COM * 800-591-3869 MN,Shopping,Debit,37.45,Citi0052,credit_card,-37.45,-16665.55,FALSE
276,2021-03-24,THE HOME DEPOT 207 MIAMI FL,Shopping,Debit,100.0,Citi0052,credit_card,-100.0,-16864.28,FALSE
271,2021-03-24,VICKY BAKERY PALMETTO BAY,Food/Drink,Debit,27.0,Chase3229,credit_card,-27.0,-16692.55,FALSE
272,2021-03-24,Amazon Tips*BN5VO0NL3,Shopping,Debit,10.0,Amazon0413,credit_card,-10.0,-16702.55,FALSE
273,2021-03-24,PUBLIX #1108,Groceries,Debit,29.55,Amazon0413,credit_card,-29.55,-16732.1,FALSE
274,2021-03-24,AMZN Mktp US*2Q9GV17Q3,Shopping,Debit,30.19,Amazon0413,credit_card,-30.19,-16762.29,FALSE
275,2021-03-24,PAYPAL *VIZMEDIALLC 4029357733 CA Digital Account Number XXXXXXXXXXXX6106,Entertainment,Debit,1.99,Citi0052,credit_card,-1.99,-16764.28,FALSE
280,2021-03-25,Spotify USA,Phone/Cable,Debit,10.79,Chase3752,credit_card,-10.79,-17188.87,TRUE
279,2021-03-25,RIVERA TIRES CORP MIAMI FL,Gas/Automotive,Debit,299.6,Citi0052,credit_card,-299.6,-17178.08,FALSE
278,2021-03-25,THE HOME DEPOT #0207 MIAMI FL,Shopping,Credit,36.56,Citi0052,credit_card,36.56,-16878.48,FALSE
277,2021-03-25,Amazon.com*764U02BT3,Shopping,Debit,50.76,Amazon0413,credit_card,-50.76,-16915.04,FALSE
281,2021-03-26,AUTOMATIC PAYMENT - THANK,Payment/Credit,Credit,425.0,Chase3229,credit_card,425.0,-16763.87,TRUE
282,2021-03-26,HLU*HULU 771611182864- HULU.COM/BILL CA,Entertainment,Debit,12.71,Citi0052,credit_card,-12.71,-16776.58,FALSE
283,2021-03-26,VICKY BAKERY PALMETTO MIAMI FL,Food/Drink,Debit,28.88,Citi0052,credit_card,-28.88,-16805.46,FALSE
284,2021-03-26,Spotify USA,Phone/Cable,Debit,10.79,Chase3752,credit_card,-10.79,-16816.25,TRUE
289,2021-03-27,THE HOME DEPOT #0206 MIAMI FL,Shopping,Debit,137.46,Citi0052,credit_card,-137.46,-17028.93,FALSE
287,2021-03-27,PDLJ-CAFE EL RENACER MIAMI FL,Food/Drink,Debit,28.06,Citi0052,credit_card,-28.06,-16863.17,FALSE
288,2021-03-27,POLLO TROPICAL 10006 MIAMI FL,Food/Drink,Debit,28.3,Citi0052,credit_card,-28.3,-16891.47,FALSE
285,2021-03-27,COOLSTUFFINC.COM LLC 407-695-6554 FL,Entertainment,Debit,6.86,Citi0052,credit_card,-6.86,-16823.11,FALSE
286,2021-03-27,SHADOW REALM GAMES INDIANAPOLIS IN,Entertainment,Debit,12.0,Citi0052,credit_card,-12.0,-16835.11,FALSE
290,2021-03-28,PUBLIX #550,Groceries,Debit,16.02,Chase3229,credit_card,-16.02,-17044.95,FALSE
291,2021-03-28,AUTOMATIC PAYMENT - THANK,Payment/Credit,Credit,937.38,Amazon0413,credit_card,937.38,-16107.57,TRUE
292,2021-03-28,SHADOW REALM GAMES INDIANAPOLIS IN,Entertainment,Debit,12.0,Citi0052,credit_card,-12.0,-16119.57,FALSE
293,2021-03-29,THE HOME DEPOT 6976,Shopping,Debit,53.04,Amazon0413,credit_card,-53.04,-16172.61,FALSE
294,2021-03-29,Amazon.com*4W2JU2KE3,Shopping,Debit,127.61,Amazon0413,credit_card,-127.61,-16300.22,FALSE
295,2021-03-29,VICKY BAKERY PALMETTO MIAMI FL,Food/Drink,Debit,20.68,Citi0052,credit_card,-20.68,-16320.9,FALSE
296,2021-03-29,THE HOME DEPOT #6976 MIAMI FL,Shopping,Debit,48.63,Citi0052,credit_card,-48.63,-16369.53,FALSE
302,2021-03-30,PUBLIX #1695 CUTLER BAY FL,Groceries,Debit,25.8,Citi0052,credit_card,-25.8,-16455.37,FALSE
300,2021-03-30,WALGREENS #3565 CUTLER BAY FL,Shopping,Debit,19.99,Citi0052,credit_card,-19.99,-16408.98,FALSE
301,2021-03-30,PUBLIX #1389 MIAMI FL,Groceries,Debit,20.59,Citi0052,credit_card,-20.59,-16429.57,FALSE
298,2021-03-30,SQ *OUTRAGEOUS BAGEL C Miami FL,Food/Drink,Debit,4.67,Citi0052,credit_card,-4.67,-16375.19,FALSE
297,2021-03-30,APPLE.COM/BILL 866-712-7753 CA,Phone/Cable,Debit,0.99,Citi0052,credit_card,-0.99,-16370.52,TRUE
299,2021-03-30,PDLJ-CAFE EL RENACER MIAMI FL,Food/Drink,Debit,13.8,Citi0052,credit_card,-13.8,-16388.99,FALSE
303,2021-03-31,TST* SERGIO S RESTAURA MIAMI FL,Food/Drink,Debit,3.23,Citi0052,credit_card,-3.23,-16458.6,FALSE
304,2021-03-31,GOLDEN RULE SEAFOOD MIAMI FL,Food/Drink,Debit,37.72,Citi0052,credit_card,-37.72,-16496.32,FALSE
314,2021-04-01,CKO*PATREON* MEMBERSHI 833-9728766 CA,Entertainment,Debit,5.0,Citi0052,credit_card,-5.0,-17002.14,FALSE
313,2021-04-01,SP * PROJECTCCG MONTEBELLO CA,Entertainment,Debit,5.0,Citi0052,credit_card,-5.0,-16997.14,FALSE
311,2021-04-01,Amazon.com,Shopping,Credit,127.61,Amazon0413,credit_card,127.61,-16966.68,FALSE
310,2021-04-01,THE HOME DEPOT 210,Shopping,Debit,52.36,Amazon0413,credit_card,-52.36,-17094.29,FALSE
312,2021-04-01,TARGET.COM * 800-591-3869 MN,Shopping,Debit,25.46,Citi0052,credit_card,-25.46,-16992.14,FALSE
308,2021-04-01,Amazon.com*4223U6CD3,Groceries,Debit,3.98,Amazon0413,credit_card,-3.98,-16909.41,FALSE
307,2021-04-01,AMZN Mktp US*OD8SS5ND3,Shopping,Debit,352.93,Amazon0413,credit_card,-352.93,-16905.43,FALSE
306,2021-04-01,AMZN Mktp US*2I7BP3V33,Shopping,Debit,21.99,Amazon0413,credit_card,-21.99,-16552.5,FALSE
305,2021-04-01,HOMEDEPOT.COM,Shopping,Debit,34.19,Amazon0413,credit_card,-34.19,-16530.51,FALSE
309,2021-04-01,Amazon.com*7J02U5MN3,Groceries,Debit,132.52,Amazon0413,credit_card,-132.52,-17041.93,FALSE
315,2021-04-02,SP * COLOR CORD CO,Shopping,Debit,93.5,Amazon0413,credit_card,-93.5,-17095.64,FALSE
316,2021-04-02,COOLSTUFFINC.COM LLC 407-695-6554 FL,Entertainment,Debit,1.46,Citi0052,credit_card,-1.46,-17097.1,FALSE
317,2021-04-02,COOLSTUFFINC.COM LLC 407-695-6554 FL,Entertainment,Debit,51.18,Citi0052,credit_card,-51.18,-17148.28,FALSE
318,2021-04-02,WALGREENS #10470 MIAMI FL,Shopping,Debit,14.35,Citi0052,credit_card,-14.35,-17162.63,FALSE
319,2021-04-02,VICKY BAKERY PALMETTO MIAMI FL,Food/Drink,Debit,19.76,Citi0052,credit_card,-19.76,-17182.39,FALSE
320,2021-04-02,UNIQLO ECOMMERCE 8774864756 NJ,Shopping,Debit,72.33,Citi0052,credit_card,-72.33,-17254.72,FALSE
325,2021-04-03,CHEVRON 0308984 MIAMI FL,Gas/Automotive,Debit,40.23,Citi0052,credit_card,-40.23,-17371.55,FALSE
327,2021-04-03,MACYS SOUTHLAND (FL) CUTLER BAY FL,Shopping,Debit,159.24,Citi0052,credit_card,-159.24,-17579.39,FALSE
326,2021-04-03,SEA SIAM MIAMI FL,Food/Drink,Debit,48.6,Citi0052,credit_card,-48.6,-17420.15,FALSE
324,2021-04-03,KIMCHI MART PALMETTO BAY FL,Groceries,Debit,13.09,Citi0052,credit_card,-13.09,-17331.32,FALSE
322,2021-04-03,Amazon Tips*EF3E851L3,Shopping,Debit,7.0,Amazon0413,credit_card,-7.0,-17280.83,FALSE
323,2021-04-03,AMZN Mktp US*677A187D3,Shopping,Debit,37.4,Amazon0413,credit_card,-37.4,-17318.23,FALSE
321,2021-04-03,PUBLIX #1108,Groceries,Debit,19.11,Amazon0413,credit_card,-19.11,-17273.83,FALSE
328,2021-04-04,KIMCHI MART,Groceries,Debit,34.64,Chase3229,credit_card,-34.64,-17614.03,FALSE
329,2021-04-04,SQ *SWEET MELODY ICE C Palmetto Bay FL,Food/Drink,Debit,45.66,Citi0052,credit_card,-45.66,-17659.69,FALSE
330,2021-04-05,THE HOME DEPOT 6976,Shopping,Debit,26.52,Amazon0413,credit_card,-26.52,-17686.21,FALSE
331,2021-04-05,Amazon.com*3P89S4Q33,Shopping,Debit,50.76,Amazon0413,credit_card,-50.76,-17736.97,FALSE
332,2021-04-05,COOLSTUFFINC.COM LLC 407-695-6554 FL,Entertainment,Debit,8.86,Citi0052,credit_card,-8.86,-17745.83,FALSE
333,2021-04-05,AUTOMATIC PAYMENT - THANK,Payment/Credit,Credit,10.79,Chase3752,credit_card,10.79,-17735.04,TRUE
335,2021-04-06,VICKY BAKERY PALMETTO MIAMI FL,Food/Drink,Debit,18.29,Citi0052,credit_card,-18.29,-17756.39,FALSE
336,2021-04-06,BOSTON MARKET 0190 CUTLER BAY FL,Food/Drink,Debit,26.32,Citi0052,credit_card,-26.32,-17782.71,FALSE
334,2021-04-06,PANERA BREAD #601989 P CUTLER BAY FL,Food/Drink,Debit,3.06,Citi0052,credit_card,-3.06,-17738.1,FALSE
337,2021-04-07,Amazon.com*QI2T39PT3,Groceries,Debit,106.46,Amazon0413,credit_card,-106.46,-17889.17,FALSE
338,2021-04-07,TARGET.COM * 800-591-3869 MN,Shopping,Debit,10.52,Citi0052,credit_card,-10.52,-17899.69,FALSE
339,2021-04-07,TARGET.COM * 800-591-3869 MN,Shopping,Debit,27.98,Citi0052,credit_card,-27.98,-17927.67,FALSE
340,2021-04-08,Congrats! Cash rewards statement credit,Payment/Credit,Credit,55.73,Citi0052,credit_card,55.73,-17871.94,TRUE
341,2021-04-08,STARBUCKS 800-782-7282 800-782-7282 WA Digital Account Number XXXXXXXXXXXX9070,Food/Drink,Debit,10.0,Citi0052,credit_card,-10.0,-17881.94,FALSE
342,2021-04-08,WENDYS #1967 MIAMI FL,Food/Drink,Debit,18.59,Citi0052,credit_card,-18.59,-17900.53,FALSE
347,2021-04-09,Amazon.com*GF5V20VK3,Shopping,Debit,37.94,Amazon0413,credit_card,-37.94,-18050.15,FALSE
349,2021-04-09,SEA SIAM MIAMI FL,Food/Drink,Debit,110.44,Citi0052,credit_card,-110.44,-18176.33,FALSE
348,2021-04-09,COOLSTUFFINC.COM LLC 407-695-6554 FL,Entertainment,Debit,15.74,Citi0052,credit_card,-15.74,-18065.89,FALSE
346,2021-04-09,Amazon Tips*1C4X14LM3,Shopping,Debit,7.0,Amazon0413,credit_card,-7.0,-18012.21,FALSE
343,2021-04-09,AMZN Mktp US*H96FO85U3,Shopping,Debit,6.72,Amazon0413,credit_card,-6.72,-17907.25,FALSE
344,2021-04-09,Amazon.com*XR7YK0RH3,Shopping,Debit,79.1,Amazon0413,credit_card,-79.1,-17986.35,FALSE
345,2021-04-09,Amazon.com*5C86O19A3,Shopping,Debit,18.86,Amazon0413,credit_card,-18.86,-18005.21,FALSE
350,2021-04-10,THE HOME DEPOT 210,Shopping,Debit,23.3,Amazon0413,credit_card,-23.3,-18199.63,FALSE
351,2021-04-10,PUBLIX #1389,Groceries,Debit,14.56,Amazon0413,credit_card,-14.56,-18214.19,FALSE
352,2021-04-10,5GUYS 0346 QSR MIAMI FL,Food/Drink,Debit,11.0,Citi0052,credit_card,-11.0,-18225.19,FALSE
353,2021-04-10,POLLO TROPICAL 10021 MIAMI FL,Food/Drink,Debit,22.01,Citi0052,credit_card,-22.01,-18247.2,FALSE
354,2021-04-11,AUTOPAY 201215063353120OAUTOPAY AUTO-PMT,Payment/Credit,Credit,4020.82,Citi0052,credit_card,4020.82,-14226.38,TRUE
355,2021-04-11,STARBUCKS 800-782-7282 800-782-7282 WA Digital Account Number XXXXXXXXXXXX9070,Food/Drink,Debit,10.0,Citi0052,credit_card,-10.0,-14236.38,FALSE
356,2021-04-12,TJ MAXX #1055,Shopping,Debit,16.02,Amazon0413,credit_card,-16.02,-14252.4,FALSE
357,2021-04-12,COURSRA2T6HGTPDJKLJVT,Services,Debit,39.0,Amazon0413,credit_card,-39.0,-14291.4,FALSE
358,2021-04-13,TMOBILE*AUTO PAY,Phone/Cable,Debit,240.88,Chase3229,credit_card,-240.88,-14532.28,TRUE
359,2021-04-13,MARATHON PETRO170845 PERRINE FL,Gas/Automotive,Debit,40.86,Citi0052,credit_card,-40.86,-14573.14,FALSE
364,2021-04-14,GOOGLE*GOOGLE STORAGE INTERNET CA,Phone/Cable,Debit,1.99,Citi0052,credit_card,-1.99,-14618.81,TRUE
363,2021-04-14,TST* PEPITO S PLAZA - MIAMI FL,Food/Drink,Debit,10.18,Citi0052,credit_card,-10.18,-14616.82,FALSE
365,2021-04-14,PDQ 435 OLO 813-2621206 FL,Food/Drink,Debit,47.57,Citi0052,credit_card,-47.57,-14666.38,FALSE
361,2021-04-14,COOLSTUFFINC.COM LLC 407-695-6554 FL,Entertainment,Debit,3.19,Citi0052,credit_card,-3.19,-14596.64,FALSE
360,2021-04-14,PDQ 435,Food/Drink,Debit,20.31,Amazon0413,credit_card,-20.31,-14593.45,FALSE
362,2021-04-14,STARBUCKS 800-782-7282 800-782-7282 WA Digital Account Number XXXXXXXXXXXX9070,Food/Drink,Debit,10.0,Citi0052,credit_card,-10.0,-14606.64,FALSE
368,2021-04-15,FRESCO Y MAS #387 MIAMI FL,Groceries,Debit,5.49,Citi0052,credit_card,-5.49,-14685.78,FALSE
369,2021-04-15,PUBLIX #1108 MIAMI FL,Groceries,Debit,19.33,Citi0052,credit_card,-19.33,-14705.11,FALSE
366,2021-04-15,SSA MIAMI METRO ZOO,Shopping,Debit,10.97,Amazon0413,credit_card,-10.97,-14677.35,FALSE
367,2021-04-15,COOLSTUFFINC.COM LLC 407-695-6554 FL,Entertainment,Debit,2.94,Citi0052,credit_card,-2.94,-14680.29,FALSE
370,2021-04-15,CHEVRON 0308984 MIAMI FL,Gas/Automotive,Debit,35.3,Citi0052,credit_card,-35.3,-14740.41,FALSE
375,2021-04-16,MD NOW PC 305-971-8315 PINECREST FL,Healthcare,Debit,100.0,Citi0052,credit_card,-100.0,-14924.0,FALSE
374,2021-04-16,WALGREENS #10470 MIAMI FL,Shopping,Debit,13.49,Citi0052,credit_card,-13.49,-14824.0,FALSE
371,2021-04-16,Amazon.com,Groceries,Credit,26.98,Amazon0413,credit_card,26.98,-14713.43,FALSE
372,2021-04-16,Amazon.com*ND0VB7RH3,Groceries,Debit,88.03,Amazon0413,credit_card,-88.03,-14801.46,FALSE
373,2021-04-16,DISNEYPLUS 888-9057888 CA,Phone/Cable,Debit,9.05,Citi0052,credit_card,-9.05,-14810.51,TRUE
376,2021-04-17,AMZN Mktp US*5F3XS5T83,Shopping,Debit,64.81,Amazon0413,credit_card,-64.81,-14988.81,FALSE
377,2021-04-17,STARBUCKS 800-782-7282 800-782-7282 WA Digital Account Number XXXXXXXXXXXX9070,Food/Drink,Debit,15.0,Citi0052,credit_card,-15.0,-15003.81,FALSE
378,2021-04-17,SP * PROJECTCCG MONTEBELLO CA,Entertainment,Debit,10.0,Citi0052,credit_card,-10.0,-15013.81,FALSE
379,2021-04-17,VICKY BAKERY PALMETTO MIAMI FL,Food/Drink,Debit,13.81,Citi0052,credit_card,-13.81,-15027.62,FALSE
380,2021-04-18,AMZN Mktp US*3K7YN7WR3,Shopping,Debit,16.99,Amazon0413,credit_card,-16.99,-15044.61,FALSE
381,2021-04-18,Amazon Tips*CP8TI9QV3,Shopping,Debit,7.0,Amazon0413,credit_card,-7.0,-15051.61,FALSE
382,2021-04-18,COOLSTUFFINC.COM LLC 407-695-6554 FL,Entertainment,Debit,8.6,Citi0052,credit_card,-8.6,-15060.21,FALSE
383,2021-04-18,SQ *IBURGER CORP Miami FL,Food/Drink,Debit,50.45,Citi0052,credit_card,-50.45,-15110.66,FALSE
386,2021-04-19,NETFLIX.COM NETFLIX.COM CA Digital Account Number XXXXXXXXXXXX6085,Phone/Cable,Debit,19.43,Citi0052,credit_card,-19.43,-15180.19,TRUE
384,2021-04-19,TJ MAXX #1055,Shopping,Debit,36.14,Amazon0413,credit_card,-36.14,-15146.8,FALSE
385,2021-04-19,VICKY BAKERY PALMETTO MIAMI FL,Food/Drink,Debit,13.96,Citi0052,credit_card,-13.96,-15160.76,FALSE
387,2021-04-20,STORAGE KING (MIAMI),Services,Debit,113.31,Chase3229,credit_card,-113.31,-15293.5,FALSE
388,2021-04-20,VICKY BAKERY PALMETTO BAY,Food/Drink,Debit,18.81,Chase3229,credit_card,-18.81,-15312.31,FALSE
389,2021-04-20,Amazon Prime*ES3OV3US3,Phone/Cable,Debit,12.99,Amazon0413,credit_card,-12.99,-15325.3,TRUE
390,2021-04-20,COOLSTUFFINC.COM LLC 407-695-6554 FL,Entertainment,Debit,13.77,Citi0052,credit_card,-13.77,-15339.07,FALSE
393,2021-04-21,PUBLIX #1108,Groceries,Debit,17.57,Amazon0413,credit_card,-17.57,-15470.95,FALSE
391,2021-04-21,VICKY BAKERY PALMETTO BAY,Food/Drink,Debit,19.1,Chase3229,credit_card,-19.1,-15358.17,FALSE
392,2021-04-21,Amazon.com*VH3AY5693,Groceries,Debit,95.21,Amazon0413,credit_card,-95.21,-15453.38,FALSE
397,2021-04-22,METROPCS WEB 888-863-8768 WA,Phone/Cable,Debit,50.0,Citi0052,credit_card,-50.0,-15566.74,TRUE
396,2021-04-22,SQ *SWEET MELODY ICE C Palmetto Bay FL,Food/Drink,Debit,32.1,Citi0052,credit_card,-32.1,-15516.74,FALSE
394,2021-04-22,Amazon.com*HW1G59LK3,Shopping,Debit,7.36,Amazon0413,credit_card,-7.36,-15478.31,FALSE
395,2021-04-22,Amazon.com*HZ2JV60R3,Shopping,Debit,6.33,Amazon0413,credit_card,-6.33,-15484.64,FALSE
398,2021-04-23,Amazon Tips*2E8B48493,Shopping,Debit,7.0,Amazon0413,credit_card,-7.0,-15573.74,FALSE
399,2021-04-23,Amazon.com*9T8I446S3,Shopping,Debit,50.76,Amazon0413,credit_card,-50.76,-15624.5,FALSE
400,2021-04-23,STARBUCKS 800-782-7282 800-782-7282 WA Digital Account Number XXXXXXXXXXXX9070,Food/Drink,Debit,15.0,Citi0052,credit_card,-15.0,-15639.5,FALSE
401,2021-04-24,COOLSTUFFINC.COM LLC 407-695-6554 FL,Entertainment,Debit,0.25,Citi0052,credit_card,-0.25,-15639.75,FALSE
402,2021-04-24,PAYPAL *VIZMEDIALLC 4029357733 CA,Entertainment,Debit,1.99,Citi0052,credit_card,-1.99,-15641.74,FALSE
403,2021-04-24,MARATHON PETRO170803 MIAMI FL,Gas/Automotive,Debit,37.31,Citi0052,credit_card,-37.31,-15679.05,FALSE
405,2021-04-25,VICKY BAKERY PALMETTO MIAMI FL,Food/Drink,Debit,4.25,Citi0052,credit_card,-4.25,-15706.17,FALSE
404,2021-04-25,5GUYS 0346 ECOMM,Food/Drink,Debit,22.87,Chase3229,credit_card,-22.87,-15701.92,FALSE
